type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
appartement,collectif,collectif,2.5,D,D,115.2,1.0,92500.0,très bonne,1037.0,17647.1,19221.7,Gaz naturel
appartement,collectif,collectif,2.5,D,D,65.0,5.0,67200.0,insuffisante,554.4,9783.0,10938.9,Gaz naturel
maison,individuel,individuel,2.5,B,A,108.0,1.0,63410.0,très bonne,624.8,3312.8,7619.5,Électricité
maison,individuel,individuel,2.7,D,D,172.7,2.0,70100.0,insuffisante,2254.6,37385.4,41388.3,Fioul domestique
maison,individuel,individuel,2.7,E,E,477.0,2.0,78930.0,moyenne,7589.3,84538.0,86517.2,Fioul domestique
appartement,individuel,individuel,2.4,C,A,34.6,1.0,81500.0,bonne,513.5,2579.8,5933.5,Électricité
appartement,collectif,individuel,2.3,F,F,80.0,1.0,43220.0,insuffisante,2091.4,26189.2,30495.4,Fioul domestique
appartement,individuel,individuel,2.5,C,A,62.3,1.0,31200.0,bonne,649.4,3475.3,7993.2,Électricité
appartement,individuel,collectif,2.5,C,A,17.3,6.0,69100.0,très bonne,285.8,1478.8,3401.3,Électricité
appartement,individuel,individuel,2.4,E,B,77.0,3.0,6130.0,insuffisante,616.0,9883.4,22731.8,Électricité
maison,individuel,individuel,2.5,E,E,128.0,2.0,16390.0,insuffisante,4248.0,30319.9,31135.7,Propane
appartement,collectif,individuel,2.5,F,F,34.0,3.0,68000.0,insuffisante,914.0,11839.6,14237.2,Fioul domestique
maison,individuel,individuel,2.8,F,C,99.0,2.0,28270.0,insuffisante,579.0,15739.6,36201.2,Électricité
appartement,individuel,individuel,2.5,F,C,31.0,1.0,27530.0,bonne,938.8,5369.1,12349.0,Électricité
appartement,individuel,individuel,2.5,F,C,21.0,1.0,4260.0,bonne,695.0,3773.9,3773.9,Électricité
appartement,individuel,individuel,2.5,D,B,54.8,1.0,3000.0,bonne,982.4,5378.1,12369.6,Électricité
maison,individuel,individuel,2.5,D,B,115.8,1.0,31350.0,insuffisante,1916.6,11583.1,26641.1,Électricité
maison,individuel,individuel,2.5,D,B,86.0,1.0,60610.0,très bonne,1477.2,8790.8,20218.9,Électricité
appartement,collectif,collectif,2.6,D,D,75.3,1.0,13001.0,insuffisante,687.1,11183.6,11560.6,Gaz naturel
appartement,individuel,individuel,2.8,E,E,63.3,1.0,69001.0,insuffisante,1260.0,17804.6,20461.6,Gaz naturel
maison,individuel,individuel,2.5,E,B,145.2,1.0,87150.0,moyenne,2037.0,24305.3,40357.7,Bois – Bûches
maison,individuel,individuel,2.8,F,C,132.0,2.0,49380.0,insuffisante,730.0,21744.1,50011.4,Électricité
appartement,individuel,individuel,2.5,D,B,32.3,7.0,92190.0,bonne,617.0,3569.2,8209.2,Électricité
appartement,individuel,individuel,2.4,E,B,46.3,1.0,31200.0,insuffisante,1011.0,5828.0,13404.5,Électricité
appartement,individuel,individuel,3.3,E,E,107.7,1.0,34090.0,insuffisante,2112.0,29221.8,29761.6,Gaz naturel
maison,individuel,individuel,2.5,D,B,61.2,2.0,13340.0,bonne,945.7,5413.1,12450.1,Électricité
appartement,individuel,individuel,2.5,F,C,58.4,1.0,74260.0,insuffisante,1757.8,10574.0,24320.3,Électricité
appartement,individuel,individuel,2.5,D,B,55.5,1.0,53480.0,insuffisante,849.6,4794.4,11027.2,Électricité
appartement,individuel,individuel,2.5,E,B,23.0,1.0,44200.0,moyenne,669.1,3604.8,8291.1,Électricité
appartement,individuel,individuel,2.5,F,B,30.9,1.0,3100.0,moyenne,863.0,4886.1,11238.0,Électricité
maison,individuel,individuel,2.5,E,B,62.5,1.0,83250.0,insuffisante,1378.3,8161.9,18772.3,Électricité
maison,individuel,individuel,2.5,E,E,133.2,1.0,18700.0,moyenne,1771.8,33835.9,38315.8,Fioul domestique
appartement,individuel,individuel,2.4,D,A,65.6,1.0,21110.0,insuffisante,779.0,5178.5,11910.6,Électricité
maison,individuel,individuel,2.8,C,C,298.1,2.0,31840.0,bonne,2069.0,29995.8,32396.4,Gaz naturel
maison,individuel,individuel,2.6,E,B,125.8,2.0,45480.0,moyenne,2038.7,16186.0,32252.5,Électricité
appartement,individuel,individuel,2.5,C,C,46.0,3.0,68680.0,insuffisante,491.4,4953.3,5648.1,Gaz naturel
maison,individuel,individuel,2.5,A,A,99.3,2.0,13300.0,bonne,522.6,2640.0,6072.0,Électricité
maison,individuel,individuel,2.7,E,E,111.8,2.0,55400.0,bonne,1858.8,20731.6,21249.8,Fioul domestique
maison,individuel,individuel,2.5,F,C,66.0,1.0,88120.0,bonne,1720.9,10339.6,23781.0,Électricité
maison,individuel,individuel,2.5,D,A,61.6,2.0,63360.0,bonne,857.9,4849.3,11153.4,Électricité
appartement,collectif,individuel,2.5,E,E,65.4,1.0,75019.0,insuffisante,979.7,14872.9,15286.4,Gaz naturel
maison,individuel,individuel,2.4,D,B,95.6,1.0,35400.0,moyenne,1619.3,9693.6,22295.2,Électricité
maison,individuel,individuel,5.2,F,C,145.0,2.0,43500.0,moyenne,3572.2,31117.2,59705.6,Électricité
maison,individuel,individuel,2.5,E,E,74.9,2.0,24000.0,moyenne,1187.6,13879.3,15031.5,Fioul domestique
maison,individuel,individuel,2.5,B,A,106.2,2.0,62215.0,très bonne,620.7,3286.3,7558.5,Électricité
appartement,individuel,individuel,2.4,E,E,75.4,2.0,42220.0,insuffisante,1317.2,16995.4,17455.8,Gaz naturel
appartement,individuel,individuel,2.5,E,B,46.8,1.0,35000.0,moyenne,898.2,5111.1,11755.5,Électricité
maison,individuel,individuel,2.5,G,C,35.8,2.0,3380.0,insuffisante,1973.1,11942.4,27467.4,Électricité
appartement,individuel,individuel,3.1,C,A,99.5,1.0,6000.0,insuffisante,925.9,5286.9,12159.9,Électricité
appartement,collectif,collectif,2.5,C,C,76.5,1.0,13240.0,moyenne,482.2,7984.4,8615.3,Gaz naturel
appartement,individuel,individuel,2.5,D,A,30.0,1.0,76500.0,très bonne,532.6,2705.6,6223.0,Électricité
maison,individuel,individuel,2.7,C,A,152.5,1.0,34200.0,insuffisante,1713.7,10293.7,23675.6,Électricité
appartement,collectif,collectif,2.6,D,D,13.5,4.0,33610.0,très bonne,203.0,3546.6,3894.2,Gaz naturel
maison,individuel,individuel,2.5,E,E,119.6,1.0,63500.0,moyenne,1943.0,22370.1,23819.3,Fioul domestique
maison,individuel,individuel,2.4,C,A,180.0,3.0,68600.0,moyenne,1701.8,29290.9,30441.1,Bois – Granulés (pellets) ou briquettes
maison,individuel,individuel,2.4,D,D,185.0,2.0,26250.0,insuffisante,2111.5,35476.6,41103.3,Fioul domestique
appartement,individuel,collectif,2.7,F,D,30.1,1.0,14360.0,insuffisante,270.0,7821.9,12577.1,Électricité
maison,individuel,individuel,2.5,D,B,92.0,2.0,56520.0,moyenne,745.0,9382.7,21580.3,Électricité
maison,individuel,individuel,2.5,E,D,119.0,2.0,12290.0,moyenne,1529.3,28966.5,33210.9,Fioul domestique
appartement,individuel,individuel,2.5,D,B,62.8,1.0,17400.0,bonne,972.8,5584.8,12845.0,Électricité
maison,individuel,individuel,2.5,G,C,111.0,1.0,41110.0,insuffisante,2337.6,75154.1,77921.1,Bois – Bûches
maison,individuel,individuel,2.5,D,D,94.0,1.0,79150.0,très bonne,1289.9,14482.3,14967.0,Fioul domestique
appartement,collectif,individuel,2.5,D,C,68.0,3.0,88200.0,bonne,513.1,10045.6,12679.3,Gaz naturel
maison,individuel,individuel,2.5,B,A,63.3,1.0,49600.0,bonne,478.0,2341.9,5386.3,Électricité
maison,individuel,individuel,2.5,D,B,202.0,2.0,17700.0,moyenne,3299.1,20283.4,46651.9,Électricité
appartement,individuel,individuel,2.5,C,A,63.5,1.0,6130.0,insuffisante,803.0,4485.5,10316.7,Électricité
appartement,individuel,individuel,2.5,D,D,21.0,3.0,3700.0,moyenne,458.0,4447.0,4866.9,Gaz naturel
appartement,individuel,individuel,2.5,E,B,72.3,1.0,30130.0,insuffisante,1652.5,9905.0,22781.4,Électricité
appartement,collectif,collectif,2.8,D,C,40.6,1.0,6000.0,insuffisante,540.5,5157.3,9464.9,Gaz naturel
appartement,individuel,individuel,2.5,D,B,75.1,4.0,42100.0,insuffisante,1348.0,7966.5,18322.9,Électricité
appartement,collectif,individuel,2.5,E,C,47.7,1.0,51300.0,insuffisante,998.0,15337.1,15688.5,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,C,A,110.5,1.0,33620.0,très bonne,350.8,13610.1,17055.3,Bois – Bûches
maison,individuel,individuel,2.5,G,G,117.9,3.0,1230.0,insuffisante,3480.3,40213.2,43000.1,Fioul domestique
appartement,collectif,collectif,2.5,E,E,41.8,1.0,77000.0,moyenne,684.5,11002.4,11731.2,Gaz naturel
maison,individuel,individuel,2.5,E,B,126.4,3.0,57570.0,moyenne,2592.5,15864.2,36487.7,Électricité
maison,individuel,individuel,2.7,F,C,126.2,2.0,81400.0,insuffisante,3039.0,18652.0,42899.6,Électricité
appartement,individuel,individuel,2.5,E,B,70.7,1.0,44290.0,moyenne,1674.0,10041.2,23094.7,Électricité
maison,individuel,individuel,3.2,D,B,108.0,3.0,62000.0,insuffisante,1865.2,11256.4,25889.7,Électricité
appartement,collectif,collectif,2.8,D,D,18.0,1.0,87100.0,insuffisante,172.0,3091.8,3525.9,Gaz naturel
appartement,individuel,individuel,2.5,D,B,46.6,1.0,40400.0,très bonne,867.6,4913.2,11300.4,Électricité
appartement,individuel,individuel,2.5,D,A,97.0,1.0,35130.0,bonne,1309.9,7727.3,17772.9,Électricité
appartement,individuel,individuel,2.5,B,B,67.0,1.0,33360.0,moyenne,331.9,3431.5,4013.1,Gaz naturel
maison,individuel,individuel,2.6,E,B,112.5,2.0,2600.0,insuffisante,2306.0,14059.3,32336.3,Électricité
appartement,individuel,individuel,2.5,E,E,45.0,1.0,38000.0,insuffisante,1048.0,12779.5,13118.5,Gaz naturel
maison,individuel,individuel,2.5,B,A,49.7,2.0,83690.0,bonne,403.2,1806.9,4155.9,Électricité
appartement,individuel,individuel,2.5,D,B,56.9,1.0,83240.0,insuffisante,845.0,4826.9,11101.9,Électricité
maison,individuel,individuel,5.0,E,B,103.4,2.0,44490.0,moyenne,1964.5,11887.3,27340.8,Électricité
appartement,individuel,individuel,2.5,D,D,40.5,1.0,64000.0,insuffisante,629.5,6575.3,7173.6,Gaz naturel
maison,individuel,individuel,2.3,C,C,129.5,2.0,64370.0,moyenne,1074.0,16147.9,20355.1,Gaz naturel
maison,individuel,individuel,2.5,C,C,90.0,2.0,32120.0,bonne,1142.0,8762.5,9775.5,GPL
appartement,individuel,individuel,2.5,D,D,64.0,3.0,97230.0,très bonne,959.0,11649.6,12288.7,Gaz naturel
maison,individuel,individuel,2.6,D,B,108.0,2.0,43200.0,bonne,285.7,15826.3,24797.0,Bois – Bûches
maison,individuel,individuel,2.6,G,C,54.0,2.0,63520.0,insuffisante,1949.0,18352.8,33678.3,Électricité
appartement,collectif,collectif,2.7,E,E,28.2,1.0,6200.0,insuffisante,501.0,8512.7,9044.4,Gaz naturel
maison,individuel,individuel,2.5,G,G,102.0,1.0,29200.0,insuffisante,3682.2,40790.9,41458.4,Fioul domestique
appartement,individuel,individuel,2.3,G,G,29.1,1.0,84400.0,insuffisante,914.4,13318.8,13674.8,Fioul domestique
appartement,individuel,individuel,2.5,E,B,30.1,1.0,9110.0,très bonne,696.0,3959.1,9105.9,Électricité
maison,individuel,individuel,2.5,G,C,27.4,1.0,4220.0,insuffisante,980.0,5633.9,12957.9,Électricité
appartement,individuel,individuel,2.5,C,A,42.0,1.0,37300.0,moyenne,720.0,2540.2,5842.6,Électricité
appartement,individuel,individuel,2.5,C,A,59.8,1.0,34800.0,insuffisante,683.7,3701.1,8512.4,Électricité
appartement,collectif,collectif,2.5,E,D,65.0,1.0,62440.0,moyenne,476.7,12659.1,19446.3,Gaz naturel
appartement,individuel,individuel,2.5,C,A,45.6,1.0,59264.0,très bonne,608.2,3203.9,7368.9,Électricité
appartement,individuel,individuel,3.0,D,B,54.4,1.0,34090.0,très bonne,807.0,4896.7,11262.4,Électricité
appartement,individuel,individuel,2.5,E,B,36.6,3.0,36000.0,bonne,718.0,4303.2,9897.4,Électricité
appartement,individuel,individuel,2.5,F,C,24.6,1.0,25000.0,bonne,680.0,3681.9,3681.9,Électricité
maison,individuel,individuel,2.5,B,A,82.7,1.0,29920.0,très bonne,585.0,3050.5,7016.3,Électricité
appartement,collectif,collectif,2.6,F,C,146.5,2.0,43230.0,insuffisante,3585.2,60351.6,61011.8,Bois – Granulés (pellets) ou briquettes
appartement,individuel,individuel,2.5,C,A,39.8,1.0,34000.0,moyenne,496.0,2464.3,5667.8,Électricité
maison,individuel,individuel,2.5,F,F,68.0,1.0,31660.0,insuffisante,1721.0,20610.6,22931.3,Fioul domestique
appartement,individuel,individuel,2.5,D,A,19.7,1.0,34000.0,moyenne,433.3,2021.3,4649.0,Électricité
maison,individuel,individuel,2.5,G,C,40.0,1.0,3360.0,insuffisante,282.2,16355.3,24286.1,Bois – Bûches
appartement,individuel,individuel,2.5,G,C,26.9,1.0,93380.0,insuffisante,1046.3,6052.4,13920.4,Électricité
appartement,individuel,individuel,2.5,E,B,37.0,1.0,93320.0,moyenne,809.3,4528.8,10416.3,Électricité
appartement,collectif,individuel,2.5,D,D,72.7,1.0,78110.0,insuffisante,599.0,11609.7,14569.2,Gaz naturel
appartement,individuel,individuel,3.0,D,B,45.8,2.0,51200.0,bonne,591.0,3940.8,9063.9,Électricité
appartement,individuel,individuel,2.5,C,A,61.0,1.0,78100.0,bonne,805.0,3752.9,8631.6,Électricité
appartement,individuel,individuel,2.5,C,A,80.7,1.0,31620.0,très bonne,922.7,4908.8,11290.2,Électricité
maison,individuel,individuel,2.5,C,C,112.5,2.0,5000.0,bonne,1057.2,18743.2,20104.1,Gaz naturel
maison,individuel,individuel,2.5,C,A,142.0,3.0,80220.0,bonne,1313.2,10433.5,20506.0,Électricité
maison,individuel,individuel,2.4,F,C,251.0,2.0,67120.0,insuffisante,6827.2,42349.2,97403.1,Électricité
appartement,individuel,individuel,2.5,D,D,98.0,2.0,57000.0,insuffisante,1585.8,21220.9,21828.7,Gaz naturel
appartement,individuel,individuel,2.5,D,B,25.0,1.0,14600.0,bonne,546.2,2795.4,6429.4,Électricité
maison,individuel,individuel,3.1,G,G,93.0,1.0,62120.0,insuffisante,3517.0,40708.5,43617.7,Fioul domestique
maison,individuel,individuel,2.6,D,D,180.0,2.0,11150.0,insuffisante,1980.0,23426.3,25725.7,Fioul domestique
appartement,individuel,individuel,2.2,E,B,50.9,1.0,83840.0,insuffisante,732.0,5737.1,13195.3,Électricité
appartement,collectif,individuel,2.5,D,C,44.0,1.0,59777.0,bonne,215.0,5891.7,5891.7,Gaz naturel
maison,individuel,individuel,2.5,E,B,78.0,1.0,7290.0,bonne,380.7,12158.4,19704.0,Bois – Granulés (pellets) ou briquettes
appartement,individuel,individuel,2.5,D,A,20.7,1.0,6700.0,insuffisante,461.0,2218.3,5102.0,Électricité
maison,individuel,individuel,2.5,E,B,74.0,1.0,12230.0,moyenne,706.0,13489.4,23088.4,Bois – Bûches
appartement,individuel,individuel,2.5,D,A,51.7,1.0,37100.0,insuffisante,771.0,4275.7,9834.0,Électricité
appartement,collectif,collectif,2.5,E,E,39.6,1.0,6800.0,insuffisante,736.0,11927.1,12218.2,Gaz naturel
appartement,collectif,individuel,2.5,E,E,41.0,1.0,13400.0,insuffisante,635.8,8561.8,8838.9,Fioul domestique
appartement,individuel,individuel,2.5,D,B,50.9,1.0,44500.0,moyenne,791.0,4406.0,10133.7,Électricité
appartement,collectif,individuel,5.8,E,E,88.0,3.0,39200.0,insuffisante,1421.0,21811.7,24923.0,Gaz naturel
maison,individuel,individuel,2.5,F,C,151.9,2.0,32230.0,insuffisante,4430.2,27357.7,62922.6,Électricité
maison,individuel,individuel,2.4,G,C,89.5,2.0,29270.0,insuffisante,1128.0,37670.0,40815.4,Bois – Bûches
appartement,individuel,individuel,2.6,D,B,32.5,1.0,91120.0,insuffisante,608.0,3650.5,8396.0,Électricité
maison,individuel,individuel,2.5,E,E,98.5,2.0,45500.0,insuffisante,2509.3,26015.4,27144.7,GPL
maison,individuel,individuel,3.1,E,D,238.0,2.0,17150.0,insuffisante,1146.5,62272.5,72793.8,Bois – Bûches
appartement,individuel,individuel,2.5,D,B,103.1,2.0,93100.0,moyenne,1637.6,9810.3,22563.7,Électricité
appartement,individuel,individuel,2.8,E,B,42.1,3.0,59800.0,insuffisante,667.0,5169.3,11889.4,Électricité
maison,individuel,individuel,2.5,G,C,122.0,3.0,24120.0,insuffisante,3187.0,32748.8,58204.0,Électricité
maison,individuel,individuel,2.4,A,A,170.0,2.0,83990.0,très bonne,461.8,2223.5,5114.1,Électricité
maison,individuel,individuel,2.6,E,B,91.0,1.0,40370.0,insuffisante,359.3,14670.9,28205.8,Électricité
appartement,individuel,individuel,2.6,D,D,65.0,1.0,49100.0,moyenne,1087.2,13436.8,13847.4,Gaz naturel
appartement,individuel,collectif,2.5,C,C,37.0,1.0,33300.0,très bonne,354.0,5240.4,5654.3,Gaz naturel
appartement,individuel,individuel,2.7,E,B,54.0,1.0,75018.0,insuffisante,568.0,7227.5,16623.2,Électricité
appartement,individuel,individuel,2.5,D,D,79.6,1.0,34070.0,insuffisante,1150.3,15012.5,16216.3,Gaz naturel
maison,individuel,individuel,2.5,E,E,89.0,2.0,29860.0,moyenne,1439.5,16693.8,17925.8,Fioul domestique
appartement,individuel,individuel,2.5,C,A,61.0,1.0,40100.0,bonne,754.7,4169.0,9588.6,Électricité
appartement,collectif,collectif,2.3,E,E,64.8,2.0,22240.0,très bonne,827.6,14251.1,21008.6,Fioul domestique
appartement,individuel,individuel,2.5,D,B,97.2,2.0,62500.0,bonne,1476.6,8786.7,20209.4,Électricité
appartement,individuel,individuel,2.5,D,D,95.4,2.0,33380.0,insuffisante,1122.5,14654.5,15944.9,Gaz naturel
appartement,individuel,individuel,2.5,C,A,67.1,1.0,29600.0,très bonne,831.2,4673.0,10747.8,Électricité
maison,individuel,individuel,2.5,F,B,79.8,1.0,40230.0,moyenne,793.9,26650.4,29054.5,Bois – Bûches
appartement,collectif,collectif,2.5,E,D,79.9,1.0,59120.0,insuffisante,633.1,13513.4,20622.4,Réseau de Chauffage urbain
appartement,individuel,individuel,2.5,E,B,100.5,1.0,64120.0,insuffisante,1941.8,11743.1,27009.1,Électricité
appartement,individuel,individuel,3.0,D,B,69.9,1.0,13006.0,insuffisante,1029.1,5942.5,13667.8,Électricité
appartement,individuel,individuel,2.5,C,A,97.2,1.0,20111.0,moyenne,899.1,5116.4,11767.7,Électricité
appartement,collectif,individuel,2.5,D,B,53.5,1.0,87100.0,insuffisante,939.6,5207.4,11977.0,Électricité
appartement,individuel,individuel,2.5,E,E,66.2,1.0,77166.0,insuffisante,1226.4,15579.6,16006.0,Gaz naturel
maison,individuel,individuel,2.7,G,F,127.0,1.0,27500.0,insuffisante,2687.0,63729.7,83743.8,Gaz naturel
maison,individuel,individuel,2.5,D,B,133.0,2.0,68125.0,moyenne,1002.0,16593.2,31447.7,Électricité
maison,individuel,individuel,2.4,B,A,130.0,2.0,35310.0,moyenne,819.6,4596.9,10572.8,Électricité
maison,individuel,individuel,2.6,G,C,98.6,2.0,48220.0,insuffisante,2034.2,66061.8,69327.2,Bois – Bûches
maison,individuel,individuel,2.5,D,B,132.0,1.0,17920.0,moyenne,1855.5,16155.7,30708.6,Électricité d'origine renouvelable utilisée dans le bâtiment
appartement,individuel,individuel,2.0,E,B,13.9,1.0,75007.0,moyenne,690.0,2509.9,5772.7,Électricité
maison,individuel,individuel,2.5,F,F,180.0,2.0,29440.0,insuffisante,4318.0,47966.4,48912.1,Fioul domestique
maison,individuel,individuel,2.4,F,C,75.0,2.0,60690.0,insuffisante,768.3,25956.6,28499.1,Bois – Bûches
maison,individuel,individuel,2.9,F,F,110.0,3.0,78200.0,insuffisante,2631.8,37467.1,38381.1,Gaz naturel
appartement,collectif,collectif,2.5,E,E,112.3,1.0,1280.0,insuffisante,1647.0,19351.8,21077.2,Fioul domestique
appartement,collectif,individuel,2.5,C,C,62.7,15.0,13012.0,insuffisante,487.2,6676.1,7003.0,Gaz naturel
appartement,collectif,collectif,2.7,C,A,19.5,2.0,28200.0,très bonne,180.0,2795.5,3465.1,Réseau de Chauffage urbain
maison,individuel,individuel,4.0,G,C,474.0,2.0,88320.0,insuffisante,7767.4,248821.6,256838.9,Bois – Bûches
maison,individuel,individuel,2.9,G,C,109.2,2.0,38210.0,insuffisante,1411.1,46255.0,49079.3,Bois – Bûches
appartement,individuel,individuel,2.5,E,B,65.2,1.0,95800.0,moyenne,1250.0,7346.9,16897.9,Électricité
appartement,individuel,individuel,2.5,E,B,22.9,1.0,83700.0,bonne,618.9,3274.3,7530.8,Électricité
appartement,individuel,individuel,2.5,E,B,47.1,1.0,59163.0,moyenne,924.6,5278.9,12141.4,Électricité
appartement,mixte (collectif-individuel),collectif,2.7,C,C,20.3,1.0,91250.0,moyenne,43.0,2340.3,2932.9,Électricité
maison,individuel,individuel,2.5,E,B,34.0,1.0,77640.0,bonne,833.9,4691.2,10789.8,Électricité
maison,individuel,individuel,3.7,D,D,243.0,1.0,42240.0,bonne,2707.6,43060.9,48748.9,Fioul domestique
appartement,individuel,individuel,2.4,B,A,29.9,1.0,94120.0,très bonne,310.0,1269.4,2919.7,Électricité
maison,individuel,individuel,2.7,G,G,140.0,2.0,56850.0,insuffisante,4630.1,53583.4,57401.2,Fioul domestique
appartement,individuel,individuel,2.5,D,B,57.9,1.0,49370.0,bonne,894.1,5085.0,11695.6,Électricité
appartement,individuel,individuel,2.5,C,A,18.0,1.0,67400.0,bonne,390.9,1719.4,3954.7,Électricité
appartement,individuel,individuel,2.5,D,A,19.9,1.0,13960.0,insuffisante,438.0,2054.8,4726.1,Électricité
maison,individuel,individuel,2.5,F,F,148.3,1.0,57560.0,insuffisante,2968.9,35519.7,39476.7,Fioul domestique
appartement,individuel,individuel,2.5,E,B,73.2,1.0,88170.0,bonne,1714.9,10301.3,23692.9,Électricité
appartement,individuel,individuel,2.3,F,C,80.0,1.0,17100.0,insuffisante,2056.0,12476.7,28696.5,Électricité
appartement,collectif,collectif,2.4,D,D,28.9,1.0,34280.0,insuffisante,316.0,5452.8,6000.8,Gaz naturel
maison,individuel,individuel,2.5,F,E,66.1,2.0,46700.0,insuffisante,1164.0,19149.4,27485.8,Fioul domestique
appartement,individuel,individuel,2.5,C,A,53.8,1.0,60700.0,insuffisante,723.2,3961.6,9111.6,Électricité
appartement,collectif,collectif,2.5,D,D,29.3,10.0,6210.0,insuffisante,294.0,5350.8,6121.0,Gaz naturel
appartement,individuel,individuel,2.5,F,C,82.5,1.0,74140.0,moyenne,2132.1,12952.8,29791.5,Électricité
appartement,individuel,individuel,3.0,D,D,65.0,1.0,76100.0,bonne,1081.3,13347.1,13758.6,Gaz naturel
appartement,individuel,individuel,2.5,C,A,53.3,1.0,44000.0,très bonne,746.9,4117.4,9470.0,Électricité
maison,individuel,individuel,2.5,E,B,72.0,4.0,14360.0,insuffisante,1404.0,8326.9,8326.9,Électricité
maison,individuel,individuel,2.5,G,F,70.8,1.0,89150.0,insuffisante,2590.6,29621.2,30028.8,GPL
appartement,individuel,individuel,2.5,E,E,67.1,1.0,95360.0,insuffisante,1358.0,17624.9,18099.4,Gaz naturel
maison,individuel,individuel,2.6,G,C,320.0,1.0,77126.0,insuffisante,2503.7,106749.0,143842.4,Bois – Bûches
